"iccid","msisdn","startTime(UTC)","endTime(UTC)","bytes","mcc","mnc","promotionName"
"'8944501201168618717","'447937721714","2018-05-01 09:35:07","2018-05-01 09:52:58","120832","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168687578","'882360001273600","2018-05-01 09:35:07","2018-05-01 09:53:39","149504","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944503005179900156","'882360002506725","2018-05-01 09:35:08","2018-05-01 09:35:45","2048","'214","'03","UKJ 50MB@1.99 OU 0.15 EUR CLSL"
"'8944500510178364992","'882360002727254","2018-05-01 09:35:08","2018-05-01 09:40:06","4096","'310","'260","UKJ 10MB@1.99 OU 0.25 USD M2M"
"'8901260882217684411","'18162990400","2018-05-01 09:35:08","2018-05-01 09:40:16","1024","'310","'260","UKTM 10MB@2.25 10 SMS OU 0.20 USD FGPS"
"'8944501702168688899","'882360001273732","2018-05-01 09:35:08","2018-05-01 09:52:56","138240","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169349610","'882360001616461","2018-05-01 09:35:08","2018-05-01 09:52:57","140288","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944503005179849866","'447509727663","2018-05-01 09:35:08","2018-05-01 09:52:11","2048","'234","'30","UKJ 1MB@0.79 OU 1.00 GBP"
"'8944501101188545785","'882360003073358","2018-05-01 09:35:08","2018-05-01 09:35:50","1024","'310","'410","UKJ 1MB@0.90 OU 0.40 USD GPSN Z1B"
"'8944502511169229481","'882360001604448","2018-05-01 09:35:08","2018-05-01 09:36:59","1024","'310","'260","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944501702168688907","'882360001273733","2018-05-01 09:35:08","2018-05-01 09:51:55","93184","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168686851","'882360001273528","2018-05-01 09:35:08","2018-05-01 09:52:49","128000","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944200007315020143","'447414412015","2018-05-01 09:35:08","2018-05-01 09:35:08","23552","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944502511169410511","'882360001622551","2018-05-01 09:35:08","2018-05-01 09:35:10","1024","'234","'15","UKJ 100MB@4.47 OU 0.10 GBP CYP"
"'8944502511169350147","'882360001616514","2018-05-01 09:35:08","2018-05-01 09:51:28","79872","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168684823","'882360001273325","2018-05-01 09:35:08","2018-05-01 09:51:40","88064","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501108169030422","'882360000423042","2018-05-01 09:35:09","2018-05-01 09:36:58","1024","'310","'410","UKJ 3MB@1.50 OU 0.60 USD"
"'8944200103299009317","'447453033772","2018-05-01 09:35:09","2018-05-01 09:35:09","944128","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944502010148264180","'447509154418","2018-05-01 09:35:09","2018-05-01 09:44:59","6144","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944501702168763825","'882360001279225","2018-05-01 09:35:09","2018-05-01 09:35:10","1024","'206","'01","UKJ 40MB@5.90 OU 0.20 GBP"
"'8944501702168889653","'882360001291808","2018-05-01 09:35:09","2018-05-01 09:44:48","1024","'310","'410","UKJ 1MB@1.11 OU 0.80 Tracking Solutions USD Z1"
"'8944503005179900040","'882360002506714","2018-05-01 09:35:09","2018-05-01 09:35:45","1024","'214","'07","UKJ 50MB@1.99 OU 0.15 EUR CLSL"
"'8944502010148258554","'447509153855","2018-05-01 09:35:09","2018-05-01 09:35:49","1024","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944503005178122349","'882360002174414","2018-05-01 09:35:09","2018-05-01 09:35:55","1024","'204","'08","UKJ 2MB@0.85 OU 0.20 EUR 24MTH NA"
"'8944501007158399600","'882360000060453","2018-05-01 09:35:09","2018-05-01 09:42:57","4096","'204","'08","UKJ 0MB@0.30 OU 0.11 GBP"
"'8944501702168685606","'882360001273403","2018-05-01 09:35:09","2018-05-01 09:51:58","96256","'234","'10","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944503005179900180","'882360002506728","2018-05-01 09:35:09","2018-05-01 09:35:41","1024","'214","'01","UKJ 50MB@1.99 OU 0.15 EUR CLSL"
"'8944503005179900149","'882360002506724","2018-05-01 09:35:09","2018-05-01 09:35:45","1024","'214","'01","UKJ 50MB@1.99 OU 0.15 EUR CLSL"
"'8944503005179900123","'882360002506722","2018-05-01 09:35:09","2018-05-01 09:35:50","2048","'214","'03","UKJ 50MB@1.99 OU 0.15 EUR CLSL"
"'8944501702168689384","'882360001273781","2018-05-01 09:35:09","2018-05-01 09:51:45","93184","'234","'15","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169574951","'882360001638995","2018-05-01 09:35:10","2018-05-01 09:35:16","1024","'310","'260","UKJ 5MB@1.99 OU 0.80 USD Teknos"
"'8944503005179900081","'882360002506718","2018-05-01 09:35:10","2018-05-01 09:35:50","2048","'214","'03","UKJ 50MB@1.99 OU 0.15 EUR CLSL"
"'8944503005179900131","'882360002506723","2018-05-01 09:35:10","2018-05-01 09:35:50","1024","'214","'03","UKJ 50MB@1.99 OU 0.15 EUR CLSL"
"'8944503005179759537","'882360002492663","2018-05-01 09:35:10","2018-05-01 09:37:01","1024","'310","'260","UKJ 2MB@2.15 OU 1.00 USD"
"'8944503005179751666","'11836158362","2018-05-01 09:35:10","2018-05-01 09:37:13","1024","'736","'03","UKA 2MB@2.89 OU 0.80 USD Satelicar"
"'8944502511169353463","'882360001616846","2018-05-01 09:35:10","2018-05-01 09:38:10","1024","'334","'020","UKJ 5MB@3.41 OU 0.65 USD SC Z2A"
"'89185013121700058664","'11835001331","2018-05-01 09:35:10","2018-05-01 09:44:00","2048","'730","'01","UKA 2MB@2.89 OU 0.80 USD Satelicar"
"'8944200103299009671","'447453033939","2018-05-01 09:35:10","2018-05-01 09:35:10","177152","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944502010148266177","'447509154617","2018-05-01 09:35:10","2018-05-01 09:44:57","6144","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944503005179876182","'882360002504328","2018-05-01 09:35:10","2018-05-01 09:35:11","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944503005179900057","'882360002506715","2018-05-01 09:35:10","2018-05-01 09:35:42","1024","'214","'07","UKJ 50MB@1.99 OU 0.15 EUR CLSL"
"'8944502511169582392","'882360001639739","2018-05-01 09:35:10","2018-05-01 09:38:34","3072","'310","'410","UKJ 3MB@0.99 OU 0.80 USD ATrck"
"'8944502511169229697","'882360001604469","2018-05-01 09:35:10","2018-05-01 09:37:02","1024","'310","'260","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944500510178428979","'882360002733652","2018-05-01 09:35:10","2018-05-01 09:55:15","2048","'310","'410","UKJ 10MB@2.40 OU 0.20 USD Vxceed"
"'8944502511169569704","'882360001638470","2018-05-01 09:35:11","2018-05-01 09:35:44","1024","'639","'02","UKJ 10MB@3.65 OU 1.00 USD Dashroad Z2"
"'8944502511169574993","'882360001638999","2018-05-01 09:35:11","2018-05-01 09:36:16","1024","'310","'260","UKJ 10MB@2.85 OU 0.45 USD TN"
"'8944501702168689574","'882360001273800","2018-05-01 09:35:11","2018-05-01 09:53:20","108544","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944200007315020630","'447414412064","2018-05-01 09:35:11","2018-05-01 09:35:11","1372160","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944503005179827391","'882360002499449","2018-05-01 09:35:11","2018-05-01 09:35:49","2048","'214","'03","UKJ 50MB@1.99 OU 0.15 EUR CLSL"
"'8944503005179900073","'882360002506717","2018-05-01 09:35:11","2018-05-01 09:35:53","1024","'214","'03","UKJ 50MB@1.99 OU 0.15 EUR CLSL"
"'8944503005179900115","'882360002506721","2018-05-01 09:35:11","2018-05-01 09:36:22","2048","'214","'03","UKJ 50MB@1.99 OU 0.15 EUR CLSL"
"'8944502511169228061","'882360001604306","2018-05-01 09:35:11","2018-05-01 09:37:02","1024","'310","'260","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944502511169492402","'882360001630740","2018-05-01 09:35:11","2018-05-01 09:47:48","1024","'310","'410","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'89185015061600186306","'11836459705","2018-05-01 09:35:11","2018-05-01 09:37:08","9216","'730","'01","UKA 5MB@2.69 OU0.60USD"
"'8944502511169351251","'882360001616625","2018-05-01 09:35:11","2018-05-01 09:52:17","101376","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169213204","'882360001602820","2018-05-01 09:35:11","2018-05-01 09:40:07","4096","'310","'260","UKJ 10MB@2.65 OU 0.35 USD M2M Global"
"'89011703278161153906","'882350816115390","2018-05-01 09:35:11","2018-05-01 09:43:08","67584","'302","'610","UKAT 100MB@5.50 OU 0.20 USD TFS Z1"
"'8944501702168690119","'882360001273854","2018-05-01 09:35:11","2018-05-01 09:52:18","139264","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944503005179900164","'882360002506726","2018-05-01 09:35:12","2018-05-01 09:36:17","2048","'214","'01","UKJ 50MB@1.99 OU 0.15 EUR CLSL"
"'8944501702168684294","'882360001273272","2018-05-01 09:35:12","2018-05-01 09:52:21","124928","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169512829","'882360001632782","2018-05-01 09:35:12","2018-05-01 09:36:08","1024","'310","'410","UKJ 7MB@1.99 OU 0.80 USD OFM Z1"
"'8944501007158390252","'882360000059518","2018-05-01 09:35:12","2018-05-01 09:40:29","1024","'204","'08","UKJ 0MB@0.30 OU 0.11 GBP"
"'8944501702168687206","'882360001273563","2018-05-01 09:35:12","2018-05-01 09:51:36","88064","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501201168618436","'447937721686","2018-05-01 09:35:12","2018-05-01 09:51:57","99328","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501702168686208","'882360001273463","2018-05-01 09:35:12","2018-05-01 09:52:40","129024","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502511169520590","'882360001633559","2018-05-01 09:35:13","2018-05-01 09:35:15","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944500606138084611","'447937873461","2018-05-01 09:35:13","2018-05-01 09:37:01","1024","'234","'15","UKJ 2MB@1.00 OU 0.50 GBP"
"'8944500606138132394","'447937878239","2018-05-01 09:35:13","2018-05-01 09:35:22","1024","'310","'260","UKJ 15MB@3.91 OU .65 USD"
"'8944500606138142559","'447937879255","2018-05-01 09:35:13","2018-05-01 09:35:22","1024","'310","'260","UKJ 15MB@3.91 OU .65 USD"
"'8944502511169604501","'882360001641950","2018-05-01 09:35:13","2018-05-01 09:35:37","1024","'310","'260","UKJ 1MB@0.85 OU 0.45 USD MVP"
"'8944501505158323892","'447937560389","2018-05-01 09:35:13","2018-05-01 09:35:50","3072","'234","'30","UKJ 30MB@5.87 OU 0.80 EUR LG"
"'8944501505158333727","'447937561372","2018-05-01 09:35:13","2018-05-01 09:46:16","34816","'262","'03","UKJ 100MB@8.39 OU 0.10 EUR"
"'8944500510178322883","'882360002723043","2018-05-01 09:35:13","2018-05-01 09:36:56","1024","'311","'480","UKJ 10MB@1.69 OU 0.10 USD Cartrack"
"'8944501201168618568","'447937721699","2018-05-01 09:35:13","2018-05-01 09:51:46","94208","'234","'30","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944502010148211587","'447509149158","2018-05-01 09:35:14","2018-05-01 09:40:12","33792","'262","'01","UKJ 100MB@8.39 OU 0.10 EUR"
"'8944502511169349735","'882360001616473","2018-05-01 09:35:14","2018-05-01 09:52:02","109568","'234","'20","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'8944501204168940537","'882360001296896","2018-05-01 09:35:14","2018-05-01 09:50:08","3072","'234","'15","UKJ 15MB@3.91 OU .65 USD"
"'8901260881215152066","'16232001440","2018-05-01 09:35:15","2018-05-01 09:35:32","1024","'310","'260","UKTM 50MB@2.49 No OU USD Ablegrid"
"'89011703278161153823","'882350816115382","2018-05-01 09:35:15","2018-05-01 09:35:36","9216","'302","'610","UKAT 100MB@5.50 OU 0.20 USD TFS Z1"
"'8944502010148258133","'447509153813","2018-05-01 09:35:15","2018-05-01 09:40:09","3072","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944502010148202339","'447509148233","2018-05-01 09:35:15","2018-05-01 09:37:01","1024","'234","'10","UKJ 2MB@1.00 OU 0.50 GBP"
"'8944500410169154983","'882360001443998","2018-05-01 09:35:15","2018-05-01 09:37:06","1024","'655","'10","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944500510178383539","'882360002729108","2018-05-01 09:35:15","2018-05-01 09:45:19","1024","'310","'410","UKJ 1MB@1.46 OU 0.60 USD ORBI Z2"
"'8944502511169348943","'882360001616394","2018-05-01 09:35:15","2018-05-01 09:52:20","91136","'234","'10","UKJ 40MB@3.14 OU 0.20 GBP LDC"
"'89011703278161153880","'882350816115388","2018-05-01 09:35:15","2018-05-01 09:35:37","3072","'302","'610","UKAT 100MB@5.50 OU 0.20 USD TFS Z1"
"'8944502511169490059","'882360001630505","2018-05-01 09:35:15","2018-05-01 09:36:06","2048","'310","'410","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944501702168820682","'882360001284911","2018-05-01 09:35:15","2018-05-01 09:43:30","4096","'334","'03","UKJ 6MB@3.50 OU 0.65 USD CTTMX"
"'8944503005178138188","'882360002175998","2018-05-01 09:35:15","2018-05-01 09:48:58","10240","'208","'20","UKJ BES5 LR@14 USD PER MB"
"'8944502511169522224","'882360001633722","2018-05-01 09:35:15","2018-05-01 09:50:32","2048","'222","'10","UKJ 5MB@1.19 OU 0.20 EUR ICZ3"
"'8944501410158447751","'447937584618","2018-05-01 09:35:15","2018-05-01 09:55:30","2048","'234","'15","UKJ 3MB@1.17 OU 0.30 GBP Fowlers Finance"
"'8944501101188601125","'882360003078892","2018-05-01 09:35:15","2018-05-01 09:38:16","1024","'334","'050","UKJ 5MB@3.41 OU 0.65 USD SC Z2A"
"'8944503005178098473","'882360002172027","2018-05-01 09:35:15","2018-05-01 09:36:25","1024","'310","'260","UKJ 3MB@0.85 OU 0.15 USD STec Z1A"
"'8944500510178322263","'882360002722981","2018-05-01 09:35:16","2018-05-01 09:35:23","1024","'310","'410","UKJ 10MB@1.69 OU 0.10 USD Cartrack"
"'8944502511169284668","'882360001609966","2018-05-01 09:35:16","2018-05-01 09:37:03","1024","'655","'01","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944502010148267324","'447509154732","2018-05-01 09:35:16","2018-05-01 09:38:09","1024","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944500510178264630","'882360002717218","2018-05-01 09:35:16","2018-05-01 09:35:41","1024","'234","'30","UKJ 8MB@1.10 OU 0.10 GBP REM Trading EE"
"'8944502712138191139","'447937839113","2018-05-01 09:35:16","2018-05-01 09:36:19","1024","'310","'260","UKJ 10MB@2.45 OU 0.40 USD FGPS Z1"
"'8944502712138198373","'447937839837","2018-05-01 09:35:16","2018-05-01 09:36:20","1024","'310","'260","UKJ 10MB@2.45 OU 0.40 USD FGPS Z1"
"'8944502511169283249","'882360001609824","2018-05-01 09:35:16","2018-05-01 09:37:06","1024","'310","'260","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944503005178110906","'882360002173270","2018-05-01 09:35:16","2018-05-01 09:55:01","1024","'220","'01","UKJ 5MB@0.80 OU 0.10 EUR Almaks"
"'8944500606138132253","'447937878225","2018-05-01 09:35:16","2018-05-01 09:35:42","1024","'310","'410","UKJ 15MB@3.91 OU .65 USD"
"'8944502511169676434","'882360001649143","2018-05-01 09:35:16","2018-05-01 09:40:37","1024","'310","'410","UKJ 5MB@2.38 OU 0.80 USD"
"'8944502511169232188","'882360001604718","2018-05-01 09:35:17","2018-05-01 09:35:41","1024","'310","'260","UKJ 1MB@0.85 OU 0.45 USD MVP"
"'8944500510178328153","'882360002723570","2018-05-01 09:35:17","2018-05-01 09:36:33","1024","'302","'720","UKJ 1MB@1.35 OU 0.65 USD PGE Z2"
"'8944501410158442497","'447937584092","2018-05-01 09:35:17","2018-05-01 09:49:09","11264","'234","'30","UKJ 5MB@1.30 OU 0.50 GBP REM"
"'8944501702168763825","'882360001279225","2018-05-01 09:35:17","2018-05-01 09:35:18","1024","'206","'01","UKJ 40MB@5.90 OU 0.20 GBP"
"'8944502511169574951","'882360001638995","2018-05-01 09:35:17","2018-05-01 09:35:23","1024","'310","'260","UKJ 5MB@1.99 OU 0.80 USD Teknos"
"'8944503005178172807","'882360002179460","2018-05-01 09:35:17","2018-05-01 09:47:37","80896","'238","'20","perMB LR @2.00 USD"
"'8944502010148260246","'447509154024","2018-05-01 09:35:17","2018-05-01 09:38:11","2048","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944500510178391508","'882360002729905","2018-05-01 09:35:18","2018-05-01 09:35:43","2048","'310","'410","UKJ 2MB@0.70 OU 0.25 USD SLab Z3"
"'8944501410158412649","'447937581107","2018-05-01 09:35:18","2018-05-01 09:50:50","3072","'310","'410","UKJ 5MB@2.37 OU 0.80 USD AnyTr Z2B"
"'8944501702168882252","'882360001291068","2018-05-01 09:35:18","2018-05-01 09:35:22","1024","'334","'03","UKJ 5MB@36.00 OU 14.00 MXN"
"'8944501201168608817","'447937720724","2018-05-01 09:35:18","2018-05-01 09:36:17","1024","'234","'15","UKJ 10MB@2.10 OU 0.50 GBP RT"
"'8944503005178172583","'882360002179438","2018-05-01 09:35:18","2018-05-01 09:47:40","118784","'238","'20","perMB LR @2.00 USD"
"'8944502511169272275","'882360001608727","2018-05-01 09:35:18","2018-05-01 09:49:38","1024","'310","'410","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944502010148202230","'447509148223","2018-05-01 09:35:18","2018-05-01 09:35:40","1024","'234","'30","UKJ 2MB@1.00 OU 0.50 GBP"
"'8944200007314031091","'447414408110","2018-05-01 09:35:19","2018-05-01 09:35:19","65536","'234","'20","UKX 500MB@3.76 OU 0.10 GBP"
"'89185015061600187700","'11836459670","2018-05-01 09:35:19","2018-05-01 09:35:30","1024","'740","'01","UKA 5MB@2.69 OU0.60USD"
"'8944503005178135143","'882360002175694","2018-05-01 09:35:19","2018-05-01 09:50:31","1024","'604","'01","UKJ BES5 LR@14 USD PER MB"
"'8944200103299006925","'447453027288","2018-05-01 09:35:19","2018-05-01 09:35:19","4096","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944200103299020165","'447453045067","2018-05-01 09:35:19","2018-05-01 09:35:19","1740800","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944502511169520459","'882360001633545","2018-05-01 09:35:19","2018-05-01 09:35:21","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502511169589884","'882360001640488","2018-05-01 09:35:19","2018-05-01 09:38:41","3072","'310","'410","UKJ 3MB@0.99 OU 0.80 USD ATrck"
"'8944502010148208591","'447509148859","2018-05-01 09:35:19","2018-05-01 09:35:21","1024","'234","'15","UKJ 6MB@1.95 OU 1.00 GBP T2"
"'8944500510178262584","'882360002717013","2018-05-01 09:35:19","2018-05-01 09:36:14","2048","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'8944200007314025978","'447414407598","2018-05-01 09:35:20","2018-05-01 09:35:20","102400","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944502010148262275","'447509154227","2018-05-01 09:35:20","2018-05-01 09:40:12","3072","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944500410169152029","'882360001443702","2018-05-01 09:35:20","2018-05-01 09:44:07","7168","'310","'410","UKJ 10MB@2.45 OU 0.40 USD FGPS Z1"
"'8944503005179958386","'882360002512548","2018-05-01 09:35:20","2018-05-01 09:44:33","1024","'234","'30","UKJ 0.5MB@0.81 OU 0.25 USD GS Zone 1b"
"'8944200007315036289","'447414413629","2018-05-01 09:35:20","2018-05-01 09:35:20","8192","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944503005178096055","'882360002171785","2018-05-01 09:35:20","2018-05-01 09:40:45","6144","'310","'260","UKJ 5MB@2.38 OU 0.80 USD"
"'8944500410169154777","'882360001443977","2018-05-01 09:35:20","2018-05-01 09:37:11","1024","'655","'01","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944503005179876182","'882360002504328","2018-05-01 09:35:21","2018-05-01 09:35:23","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944500510178222612","'882360002713016","2018-05-01 09:35:21","2018-05-01 09:35:25","1024","'706","'01","UKJ 5MB@2.10 OU 0.45 USD GPSTech Z2A"
"'8944500510178318634","'882360002722618","2018-05-01 09:35:21","2018-05-01 09:37:03","1024","'310","'410","UKJ 10MB@1.69 OU 0.10 USD Cartrack"
"'8944502010148224556","'447509150455","2018-05-01 09:35:21","2018-05-01 09:38:56","1024","'310","'410","UKJ 5MB@2.52 OU 0.80 USD"
"'8944501101188546007","'882360003073380","2018-05-01 09:35:21","2018-05-01 09:36:41","3072","'310","'410","UKJ 5MB@2.38 OU 0.80 USD"
"'8944500510178454728","'882360002736227","2018-05-01 09:35:21","2018-05-01 09:49:09","1024","'505","'01","UKJ 10MB@2.40 OU 0.20 USD NZ"
"'8944500410169070114","'882360001435511","2018-05-01 09:35:21","2018-05-01 09:35:44","1024","'234","'30","UKJ 2MB@1.00 OU 0.50 GBP"
"'8944200007315023261","'447414412327","2018-05-01 09:35:22","2018-05-01 09:35:22","36864","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944502511169606548","'882360001642154","2018-05-01 09:35:23","2018-05-01 09:35:31","1024","'234","'30","UKJ 15MB@3.91 OU .65 USD"
"'8944500606138084660","'447937873466","2018-05-01 09:35:23","2018-05-01 09:35:57","1024","'234","'30","UKJ 2MB@1.00 OU 0.50 GBP"
"'8944501505158355829","'447937563582","2018-05-01 09:35:23","2018-05-01 09:37:14","1024","'310","'260","UKJ 2MB@4.75 OU 1.95 USD"
"'8944500510178437392","'882360002734494","2018-05-01 09:35:23","2018-05-01 09:37:19","1024","'234","'30","UKJ 2MB@2.15 OU 1.00 USD"
"'8944500410169070023","'882360001435502","2018-05-01 09:35:23","2018-05-01 09:37:09","1024","'234","'30","UKJ 2MB@1.00 OU 0.50 GBP"
"'8944500510178421388","'882360002732893","2018-05-01 09:35:23","2018-05-01 09:55:26","2048","'310","'410","UKJ 10MB@2.40 OU 0.20 USD Vxceed"
"'8944200007315026520","'447414412653","2018-05-01 09:35:24","2018-05-01 09:35:24","65536","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8901260881205876468","'17876695162","2018-05-01 09:35:24","2018-05-01 09:35:26","1024","'310","'260","UKTM 5MB@1.30 OU 0.65 USD ITech UKTM"
"'8944502010148262010","'447509154201","2018-05-01 09:35:24","2018-05-01 09:35:41","1024","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944503005179759933","'882360002492703","2018-05-01 09:35:24","2018-05-01 09:37:14","1024","'370","'02","UKJ 2MB@2.15 OU 1.00 USD"
"'8944502712138179779","'447937837977","2018-05-01 09:35:24","2018-05-01 09:48:11","65536","'262","'03","UKJ 100MB@8.39 OU 0.10 EUR"
"'8944502010148261962","'447509154196","2018-05-01 09:35:24","2018-05-01 09:40:18","3072","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944503005179750346","'11836137909","2018-05-01 09:35:24","2018-05-01 09:37:31","3072","'370","'02","UKA 5MB@2.99 OU 0.60 USD Cemex Z3"
"'8944200007314034947","'447414408495","2018-05-01 09:35:24","2018-05-01 09:35:24","1029120","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944502010148319000","'447509159900","2018-05-01 09:35:24","2018-05-01 09:35:33","1024","'262","'02","UKJ 100MB@8.39 OU 0.10 EUR"
"'89185013121700058516","'11835001333","2018-05-01 09:35:24","2018-05-01 09:35:40","1024","'730","'01","UKA 2MB@2.89 OU 0.80 USD Satelicar"
"'8944500410169174692","'882360001445969","2018-05-01 09:35:24","2018-05-01 09:35:53","1024","'234","'15","UKJ 5MB@1.30 OU 0.50 GBP REM"
"'8944502010148212262","'447509149226","2018-05-01 09:35:25","2018-05-01 09:37:15","17408","'262","'03","UKJ 100MB@8.39 OU 0.10 EUR"
"'8944502511169604626","'882360001641962","2018-05-01 09:35:25","2018-05-01 09:35:49","1024","'310","'260","UKJ 1MB@0.85 OU 0.45 USD MVP"
"'8944502511169580537","'882360001639553","2018-05-01 09:35:25","2018-05-01 09:44:16","6144","'310","'410","UKJ 3MB@0.99 OU 0.80 USD ATrck"
"'8944501505158355175","'447937563517","2018-05-01 09:35:25","2018-05-01 09:37:11","1024","'724","'11","UKJ 2MB@3.10 OU 1.25 USD"
"'8944502511169574951","'882360001638995","2018-05-01 09:35:25","2018-05-01 09:35:31","1024","'310","'260","UKJ 5MB@1.99 OU 0.80 USD Teknos"
"'8944501702168761852","'882360001279028","2018-05-01 09:35:25","2018-05-01 09:36:19","1024","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'8944502511169520590","'882360001633559","2018-05-01 09:35:26","2018-05-01 09:35:28","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944501108169014160","'882360000421416","2018-05-01 09:35:26","2018-05-01 09:37:17","1024","'310","'260","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944501201168656410","'447937725484","2018-05-01 09:35:26","2018-05-01 09:50:14","1024","'310","'260","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944502010148260790","'447509154079","2018-05-01 09:35:26","2018-05-01 09:38:19","1024","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944500606138142559","'447937879255","2018-05-01 09:35:26","2018-05-01 09:35:35","1024","'310","'260","UKJ 15MB@3.91 OU .65 USD"
"'8944500510178268052","'882360002717560","2018-05-01 09:35:26","2018-05-01 09:39:27","458752","'234","'20","UKJ 100MB@4.47 OU 0.10 GBP CYP"
"'8944502511169604469","'882360001641946","2018-05-01 09:35:26","2018-05-01 09:35:51","1024","'310","'260","UKJ 1MB@0.85 OU 0.45 USD MVP"
"'8944500510178264127","'882360002717167","2018-05-01 09:35:26","2018-05-01 09:40:22","4096","'234","'30","UKJ 8MB@1.10 OU 0.10 GBP REM Trading EE"
"'8944200007314032982","'447414408299","2018-05-01 09:35:27","2018-05-01 09:35:27","1088512","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944500510178322263","'882360002722981","2018-05-01 09:35:27","2018-05-01 09:39:30","5120","'310","'410","UKJ 10MB@1.69 OU 0.10 USD Cartrack"
"'8944502511169232667","'882360001604766","2018-05-01 09:35:27","2018-05-01 09:35:52","1024","'310","'260","UKJ 1MB@0.85 OU 0.45 USD MVP"
"'8944502010148231692","'447509151169","2018-05-01 09:35:27","2018-05-01 09:38:26","2048","'310","'260","UKJ 6MB@2.25 OU 0.65 USD GEO"
